ID_ATIV_ECON_ESTABELECIMENTO,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA
30362,5611201.0,03-12-2008,NÃO,"Rua SALOMAO CAMARGOS, 40, JARDINOPOLIS, Belo Horizonte, MG, Brasil",RESTAURANTE EBENEZER LTDA,Estabelecimento sem nome
29393,5611201.0,04-06-2008,SIM,"Rua PADRE PEDRO PINTO, 1203, VENDA NOVA, Belo Horizonte, MG, Brasil",LANCHES HANKE LTDA,LANCHES HANKE
29720,5611201.0,09-10-2008,NÃO,"Avenida PRESIDENTE ANTONIO CARLOS, 6627, CAMPUS UFMG, Belo Horizonte, MG, Brasil",CASA DA LUA LANCHES LTDA,Estabelecimento sem nome
30443,5611201.0,12-12-2008,NÃO,"Rodovia BR TREZENTOS E CINQUENTA E SEIS, 3049, BELVEDERE, Belo Horizonte, MG, Brasil",MINASBEE'S COMERCIO DE ALIMENTOS LTDA,APPLEBEES
29461,5611201.0,21-05-2008,SIM,"Rua ALABASTRO, 59, HORTO, Belo Horizonte, MG, Brasil",BECO D'ITALIA COMERCIO DE MASSAS LTDA,Estabelecimento sem nome
30148,5611201.0,19-02-2020,NÃO,"Avenida OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30149,5611201.0,27-02-2020,NÃO,"Avenida DOS ANDRADAS, 3000, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30150,5611201.0,10-06-2020,SIM,"Rua RIO DE JANEIRO, 910, CENTRO, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30151,5611201.0,16-08-2021,SIM,"Avenida PRESIDENTE CARLOS LUZ, 3001, CAICARAS, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30152,5611201.0,30-08-2021,SIM,"Avenida SILVA LOBO, 760, NOVA SUISSA, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30153,5611201.0,30-08-2021,SIM,"Avenida PROFESSOR MARIO WERNECK, 3210, BURITIS, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30154,5611201.0,21-09-2021,SIM,"Avenida PORTUGAL, 2074, JARDIM ATLANTICO, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30155,5611201.0,22-09-2021,SIM,"Avenida AFONSO VAZ DE MELO, 640, BARREIRO, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
29492,5611201.0,05-09-2008,NÃO,"Rua MAJOR DELFINO DE PAULA, 2642, SAO FRANCISCO, Belo Horizonte, MG, Brasil",ENCONTROS BAR E RESTAURANTE LTDA,ENCONTROS BAR
30156,5611201.0,04-07-2022,SIM,"Rodovia BR TREZENTOS E CINQUENTA E SEIS, 3049, BELVEDERE, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30157,5611201.0,09-08-2024,SIM,"Avenida AFONSO VAZ DE MELO, 640, BARREIRO, Belo Horizonte, MG, Brasil",PIMENTA VERDE ALIMENTOS LTDA.,Estabelecimento sem nome
30165,5611201.0,14-11-2008,SIM,"Rua PARACATU, 1091, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",RESTAURANTE E LANCHONETE SANTO AGOSTINHO LTDA,RESTAURANTE SANTO AGOSTINHO
30187,5611201.0,18-11-2008,NÃO,"Avenida OTACILIO NEGRAO DE LIMA, 7380, BANDEIRANTES, Belo Horizonte, MG, Brasil",CAFE PADDOCK LTDA,CAFE PADDOCK LTDA
30193,5611201.0,19-11-2008,SIM,"Avenida OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",B.R.C. HAMBURGUERS LTDA,EDDIE FINE BURGUERS
30465,5611201.0,02-12-2004,SIM,"Rua GENERAL ARANHA, 180, AEROPORTO, Belo Horizonte, MG, Brasil",SONIA HELENA RAMALHO DE OLIVEIRA,PIZZARIA JARAGUA
30525,5611201.0,23-12-2008,NÃO,"Rua ALCINDO GONCALVES COTTA, 410, ADEMAR MALDONADO, Belo Horizonte, MG, Brasil",RESTAURANTE AMARANTINA LTDA,ASSADOS GOURMET
29873,5611201.0,22-10-2008,NÃO,"Avenida PORTUGAL, 1638, JARDIM ATLANTICO, Belo Horizonte, MG, Brasil",PIZZA D'TERRA LTDA,Estabelecimento sem nome
30578,5611201.0,07-01-2009,NÃO,"Avenida PROFESSOR MARIO WERNECK, 1491, BURITIS, Belo Horizonte, MG, Brasil",TERCIA DE LIBERO ALENCAR,ALLEGRO TAVOLA RESTAURANTE
29566,5611201.0,14-04-2008,SIM,"Rua BOLIVAR MINEIRO, 38, DONA CLARA, Belo Horizonte, MG, Brasil",ENTREPOSTO REFEICOES LTDA,Estabelecimento sem nome
30245,5611201.0,24-11-2008,NÃO,"Avenida BARAO HOMEM DE MELO, 4311, ESTORIL, Belo Horizonte, MG, Brasil",GUIMARAENS & SOBRAL RESTAURANTE LTDA,RESTAURANTE ARISTIDES
29914,5611201.0,24-10-2008,NÃO,"Rua JACUI, 1847, CONCORDIA, Belo Horizonte, MG, Brasil",SILVINA DE SOUZA VIEIRA,BAR E RESTAURANTE DA TIA SILVINA
30270,5611201.0,26-11-2008,SIM,"Avenida OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",I.B.V. CAFETERIA LTDA,Estabelecimento sem nome
29677,5611201.0,15-10-2007,NÃO,"Avenida PROFESSOR MARIO WERNECK, 2799, BURITIS, Belo Horizonte, MG, Brasil",PAULINO'S BAR E RESTAURANTE LTDA,ALOHA BEER BAR E RESTAURANTE
29694,5611201.0,12-05-2005,SIM,"Avenida EDGAR DA MATA MACHADO, 1060, DOM CABRAL, Belo Horizonte, MG, Brasil",LISANDRO ANTONIO MARTINS DE SOUZA,BANDECO
159585,5611201.0,12-05-2017,NÃO,"Avenida AMAZONAS, 610, CENTRO, Belo Horizonte, MG, Brasil",MARIA EUGENIA QUINAUD 31892558653,SABOR CASEIRO
159939,5611201.0,17-05-2017,NÃO,"Rua AZIZ ABDI, 99, PAQUETA, Belo Horizonte, MG, Brasil",27.757.725 WIRLEY DE SOUZA SOARES,RESTAURANTE DA CIDA
160042,5611201.0,18-05-2017,NÃO,"Rua SACADURA CABRAL, 143, OESTE, Belo Horizonte, MG, Brasil",27.769.870 FABIA DA SILVA ALVES,CANTINHO DA VILA
159494,5611201.0,11-05-2017,SIM,"Rua APARECIDA FEITOSA FURTADO, 15, DIAMANTE, Belo Horizonte, MG, Brasil",LENNON CHURRASCARIA E PIZZARIA LTDA,Estabelecimento sem nome
160130,5611201.0,19-05-2017,NÃO,"Rua TUJUTUI, 163, GOIANIA, Belo Horizonte, MG, Brasil",MARIO LUCIO DA SILVA 05194145608,PIZZARIA CASA NOVA
159515,5611201.0,11-05-2017,NÃO,"Ala IBIRITE, 22, VILA FORMOSA, Belo Horizonte, MG, Brasil",SILIO MARCOS DE SOUZA 00470530626,SILIO MONTAGEM DE MOVEIS
159535,5611201.0,11-05-2017,SIM,"Rua ALVARENGA PEIXOTO, 603, LOURDES, Belo Horizonte, MG, Brasil",GERALDO MARCELINO BAR RESTAURANTE LTDA,GRATITUDE RESTAURANTE
159844,5611201.0,12-05-2017,NÃO,"Rua RIO DE JANEIRO, 910, CENTRO, Belo Horizonte, MG, Brasil",CIDADE RESTAURANTE LTDA,DIVINO FOGAO SHOPPING CIDADE
160169,5611201.0,22-05-2017,NÃO,"Rua MATO VERDE, 255, SANTA ROSA, Belo Horizonte, MG, Brasil",27.785.932 EVA XAVIER BRITO,EVA ALIMENTOS
160172,5611201.0,22-05-2017,SIM,"Rua JAMAICA, 14, ITAPOA, Belo Horizonte, MG, Brasil",ESCRITORIO DA PIZZA LTDA,FORMULA PIZZARIA
160173,5611201.0,28-07-2023,NÃO,"Rua JAMAICA, 14, ITAPOA, Belo Horizonte, MG, Brasil",ESCRITORIO DA PIZZA LTDA,SR. CALZONE
159553,5611201.0,11-05-2017,NÃO,"Praça URUPES, 124, RENASCENCA, Belo Horizonte, MG, Brasil",EDER FIGUEIREDO SANTOS 05257464632,JARDIM DO EDER ESPETERIA & CIA
528067,5611201.0,07-03-2025,NÃO,"Rua GRAO MOGOL, 99, CARMO, Belo Horizonte, MG, Brasil",S&E CONSULTORIA E COMERCIO LTDA,S&E CONSULTORIA
530379,5611201.0,14-03-2025,NÃO,"Rua PROGRESSO, 1257, MONSENHOR MESSIAS, Belo Horizonte, MG, Brasil",59.912.546 JOVELINA DOMINGOS DA CUNHA,Estabelecimento sem nome
530695,5611201.0,17-03-2025,NÃO,"Rua SANTA ROSA, 410, JARDIM DOS COMERCIARIOS, Belo Horizonte, MG, Brasil",59.930.730 JENNYFER RAQUEL DE ARAUJO LIMA,Estabelecimento sem nome
531615,5611201.0,19-03-2025,NÃO,"Rua FIDELCINO COSTA, 60, INDEPENDENCIA, Belo Horizonte, MG, Brasil",59.979.891 RINALDO ADRIANO SANTOS REIS,Estabelecimento sem nome
527098,5611201.0,02-03-2025,NÃO,"Rua ALBERTO CINTRA, 428, UNIAO, Belo Horizonte, MG, Brasil",59.727.793 GRAZIELLI RIBEIRO ZAGNOLI BRAGA,Estabelecimento sem nome
527101,5611201.0,02-03-2025,NÃO,"Rua BERNARDO GUIMARAES, 1738, LOURDES, Belo Horizonte, MG, Brasil",59.727.995 MARCOS FELIPE SOUZA BATISTA,Estabelecimento sem nome
527103,5611201.0,03-03-2025,NÃO,"Rua ANTONIO PRACA PIEDADE, 193, BONSUCESSO, Belo Horizonte, MG, Brasil",59.728.164 EMILY TAISSA ADRIANO DE SOUZA,Estabelecimento sem nome
527761,5611201.0,06-03-2025,NÃO,"Rua MARIO DE MELO, 80, ALIPIO DE MELO, Belo Horizonte, MG, Brasil",59.770.661 AURISA FIGUEIREDO DA SILVA,Estabelecimento sem nome
528417,5611201.0,10-03-2025,SIM,"Rua ROGERIO LUCIANO, 477, CAMARGOS, Belo Horizonte, MG, Brasil",FRANGAO LTDA,FRANGAO
529390,5611201.0,12-03-2025,NÃO,"Rua APARECIDA FEITOSA FURTADO, 69, DIAMANTE, Belo Horizonte, MG, Brasil",59.860.797 ROSENI APARECIDA ROSA STOFELA,Estabelecimento sem nome
530061,5611201.0,13-03-2025,NÃO,"Rua SAO PAULO, 1950, LOURDES, Belo Horizonte, MG, Brasil",59.895.980 OLIMPIO VAZ NETO,Estabelecimento sem nome
531358,5611201.0,18-03-2025,NÃO,"Avenida SOLFERINA RICCI PACE, 996, CONJUNTO JATOBA, Belo Horizonte, MG, Brasil",59.965.379 DANIEL CARLOS DA SILVA,Estabelecimento sem nome
531096,5611201.0,18-03-2025,NÃO,"Rua JOSE NICODEMOS, 171, SANTA CRUZ, Belo Horizonte, MG, Brasil",59.952.152 WELINTON CAMPOS BONIFACIO,Estabelecimento sem nome
530098,5611201.0,14-03-2025,NÃO,"Avenida PROFESSOR MARIO WERNECK, 2128, BURITIS, Belo Horizonte, MG, Brasil","VO MARIA, RESTAURANTE, BAR E LANCHONETE LTDA",Estabelecimento sem nome
530101,5611201.0,14-03-2025,NÃO,"Rua BARAO DE COROMANDEL, 260, CAICARAS, Belo Horizonte, MG, Brasil",59.898.613 ISABELA TEIXEIRA QUEIROZ CARVALHO,Estabelecimento sem nome
530106,5611201.0,14-03-2025,NÃO,"Rua DA PATAGONIA, 646, SION, Belo Horizonte, MG, Brasil",A & F COMERCIO DE ALIMENTO LTDA,Y.BURGUER
530425,5611201.0,15-03-2025,NÃO,"Rua DEZOITO, 27, VILA VISTA ALEGRE, Belo Horizonte, MG, Brasil",59.915.997 LORRAINE STEFANI APARECIDA NASCIMENTO SILVA,Estabelecimento sem nome
530449,5611201.0,15-03-2025,NÃO,"Rua AMANDA, 530, BETANIA, Belo Horizonte, MG, Brasil",59.917.388 MIRIAN MARIA DOS REIS SILVA,Estabelecimento sem nome
531416,5611201.0,19-03-2025,NÃO,"Rua ITAPETINGA, 577, CACHOEIRINHA, Belo Horizonte, MG, Brasil",59.968.738 GABRIEL VASCONCELOS MOREIRA,Estabelecimento sem nome
465549,5611201.0,05-06-2024,NÃO,"Rua AMENDITA, 190, PINDORAMA, Belo Horizonte, MG, Brasil",55.404.617 ARIANE DIAS DOMINGOS,Estabelecimento sem nome
461290,5611201.0,14-05-2024,NÃO,"Rua CONGONHAL, 393, SANTA TEREZINHA, Belo Horizonte, MG, Brasil",55.122.275 RAFAEL HENRIQUE CORREA LOPES,Estabelecimento sem nome
463586,5611201.0,24-05-2024,NÃO,"Rua EMIDIO BERUTO, 38, CINQUENTENARIO, Belo Horizonte, MG, Brasil",55.272.937 IURI PESSOA MARCAL,Estabelecimento sem nome
463919,5611201.0,27-05-2024,NÃO,"Rua WILMA DE ANDRADE, 237, LINDEIA, Belo Horizonte, MG, Brasil",55.295.817 RAFAEL MAX MARTINS SOUZA SANTOS,Estabelecimento sem nome
461629,5611201.0,15-05-2024,NÃO,"Rua SANTA CRUZ, 133, VENDA NOVA, Belo Horizonte, MG, Brasil",55.141.935 ROSILENE FERNANDES DIAS SOUSA,Estabelecimento sem nome
461632,5611201.0,15-05-2024,NÃO,"Rua JABOATAO, 33, NOVA GAMELEIRA, Belo Horizonte, MG, Brasil",55.141.978 PATRICIA CARLA BARBOSA,Estabelecimento sem nome
463940,5611201.0,27-05-2024,SIM,"Rua DOS AIMORES, 2474, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",DELICIAS DO MAR RESTAURANTE BAR LTDA,Estabelecimento sem nome
465255,5611201.0,04-06-2024,NÃO,"Rua IMPERIAL, 805, SAO SALVADOR, Belo Horizonte, MG, Brasil",55.383.978 WAGNER SILVA,Estabelecimento sem nome
462975,5611201.0,22-05-2024,SIM,"Rua CORCOVADO, 73, NOVA SUISSA, Belo Horizonte, MG, Brasil",PIZZARIA BELA DONA LTDA,PIZZARIA BELA DONA
463963,5611201.0,27-05-2024,NÃO,"Avenida DOM PEDRO II, 1855, CARLOS PRATES, Belo Horizonte, MG, Brasil",55.298.497 GILVANE DARCI SOARES,Estabelecimento sem nome
465273,5611201.0,04-06-2024,NÃO,"Rua JARDIM DE ALA, 239, LAGOINHA LEBLON, Belo Horizonte, MG, Brasil",40.540.854 DANIELLE MIRANDA DE SENA ALVES,Estabelecimento sem nome
462325,5611201.0,20-05-2024,SIM,"Avenida WALDYR SOEIRO EMRICH, 2921, SANTA HELENA, Belo Horizonte, MG, Brasil",KC GRILL LTDA,TERNEIRO GRILL LTDA
462326,5611201.0,19-06-2024,SIM,"Rua ERICO VERISSIMO, 1705, SANTA MONICA, Belo Horizonte, MG, Brasil",KC GRILL LTDA,TERNEIRO GRILL
464306,5611201.0,29-05-2024,SIM,"Avenida ARTUR GUIMARAES, 79, SANTA CRUZ, Belo Horizonte, MG, Brasil",RIO MINAS ALIMENTOS LTDA,Estabelecimento sem nome
465632,5611201.0,05-06-2024,NÃO,"Avenida BERNARDA SILVESTRE, 597, RIO BRANCO, Belo Horizonte, MG, Brasil",55.410.980 DAYANE MARIA FERREIRA SANTIAGO NEVES,Estabelecimento sem nome
464973,5611201.0,03-06-2024,NÃO,"Rua TEREZINHA JESUS CARDOSO, 20, SAO JOAO BATISTA, Belo Horizonte, MG, Brasil",55.365.147 LAECIO GOMES DE OLIVEIRA,Estabelecimento sem nome
464668,5611201.0,31-05-2024,NÃO,"Rua CRISTAL, 75, SANTA TEREZA, Belo Horizonte, MG, Brasil",55.345.111 ELIENE PEREIRA DA SILVA CARDOSO,Estabelecimento sem nome
462719,5611201.0,21-05-2024,NÃO,"Rua REPUBLICA TCHECA, 158, LETICIA, Belo Horizonte, MG, Brasil",55.218.938 ALTIVA DORNELAS DA COSTA,Estabelecimento sem nome
462727,5611201.0,21-05-2024,SIM,"Rua SAO LUCAS, 490, SAGRADA FAMILIA, Belo Horizonte, MG, Brasil",IMPERIO PUB E RESTAURANTE LTDA,IMPERIO PUB E RESTAURANTE
465696,5611201.0,05-06-2024,NÃO,"Rua PROFESSOR ANTONIO MARCIO, 545, PALMARES, Belo Horizonte, MG, Brasil",A2 BISTRO & TABERNA LIVORNO GESTAO DE RESTAURANTES LTDA,A2 & TABERNA ADMINISTRACAO
465991,5611201.0,07-06-2024,SIM,"Rua JACUI, 2547, RENASCENCA, Belo Horizonte, MG, Brasil",RESTAURANTE CANTINHO DO TEMPO LTDA,RESTAURANTE CANTINHO DO TEMPO
461098,5611201.0,13-05-2024,NÃO,"Rua OLIVEIRO MARCIANO, 11, DIAMANTE, Belo Horizonte, MG, Brasil",55.111.059 RONALDO DIMAS,Estabelecimento sem nome
461416,5611201.0,14-05-2024,NÃO,"Rua PARA DE MINAS, 482, PADRE EUSTAQUIO, Belo Horizonte, MG, Brasil",PAOLLA MARIA EMPREENDIMENTOS LTDA,ROTA DO SABOR BH
462411,5611201.0,20-05-2024,NÃO,"Rua DAS SERIEMAS, 344, VILA CLORIS, Belo Horizonte, MG, Brasil",55.194.663 RAQUEL DA SILVA SOARES,Estabelecimento sem nome
462414,5611201.0,20-05-2024,NÃO,"Rua PLAZA MAYOR, 50, CALIFORNIA, Belo Horizonte, MG, Brasil",55.194.756 UILSON DE QUEIROZ GUEDES,Estabelecimento sem nome
463398,5611201.0,24-05-2024,NÃO,"Rua OLIMPIO DE CASTRO, 125, SANTA MARGARIDA, Belo Horizonte, MG, Brasil",55.261.364 VANIA MARIA VIDAL ALVES,Estabelecimento sem nome
463723,5611201.0,26-05-2024,NÃO,"Rua AROEIRA DO SERTAO, 40, PAULO VI, Belo Horizonte, MG, Brasil",55.282.985 SILVANIA COSTA CORREA,Estabelecimento sem nome
464383,5611201.0,29-05-2024,NÃO,"Rua RAYNER DE SOUZA, 114, CONJUNTO JATOBA, Belo Horizonte, MG, Brasil",55.324.304 FABIANA RAMOS ARAUJO SILVA,Estabelecimento sem nome
465045,5611201.0,03-06-2024,SIM,"Avenida DO CONTORNO, 7287, SANTO ANTONIO, Belo Horizonte, MG, Brasil",SHELF BAR E JOGOS LTDA,SHELF
249057,5611201.0,02-03-2020,NÃO,"Rua LUPERCIO PAIXAO, 306, TIROL, Belo Horizonte, MG, Brasil",NUBIA FERREIRA OLIVEIRA 12498607684,MC BOM
249326,5611201.0,04-03-2020,SIM,"Rua BONFIM, 453, BONFIM, Belo Horizonte, MG, Brasil",MORONI BRUGGER MOREIRA 70396265600,BAR E RESTAURANTE DO FALCAO
244575,5611201.0,21-01-2020,NÃO,"Avenida RAJA GABAGLIA, 1007, LUXEMBURGO, Belo Horizonte, MG, Brasil",DANIELLE ALVES SOARES COSTA 06869015686,Estabelecimento sem nome
246173,5611201.0,04-02-2020,NÃO,"Rua TRES BICAS, 450, DOM JOAQUIM, Belo Horizonte, MG, Brasil",ARTUR FERREIRA DA SILVA JUNIOR 10367945630,COMIDAS SAUDAVEIS
246487,5611201.0,06-02-2020,SIM,"Rua DA BAHIA, 301, CENTRO, Belo Horizonte, MG, Brasil",RESTAURANTE SERTANIA LTDA,Estabelecimento sem nome
482046,5611201.0,22-08-2024,NÃO,"Rua SANTA JOSEFINA, 865, SUMARE, Belo Horizonte, MG, Brasil",56.978.101 CARLOS ALBERTO VIEIRA CECILIO,Estabelecimento sem nome
482376,5611201.0,25-08-2024,NÃO,"Rua BRAULIO GOMES NOGUEIRA, 16, TIROL, Belo Horizonte, MG, Brasil",57.001.692 ISADORA RAFAELA SOARES DOS SANTOS MOREIRA,Estabelecimento sem nome
482711,5611201.0,27-08-2024,SIM,"Avenida JOAQUIM JOSE DINIZ, 202, DOM JOAQUIM, Belo Horizonte, MG, Brasil",BVN RESTAURANTE E BUFFET LTDA,PATUSCADA GASTRO BAR
483372,5611201.0,29-08-2024,NÃO,"Avenida SINFRONIO BROCHADO, 1445, BARREIRO, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE BOAS LTDA,Estabelecimento sem nome
479426,5611201.0,09-08-2024,NÃO,"Avenida AMAZONAS, 4631, NOVA SUISSA, Belo Horizonte, MG, Brasil",56.423.801 GILBERTO FELIPE DOS SANTOS,Estabelecimento sem nome
480075,5611201.0,13-08-2024,NÃO,"Rua MARIA HEILBUTH SURETTE, 207, BURITIS, Belo Horizonte, MG, Brasil",ALGAROBA ASSADOS E DEFUMADOS LTDA,ALGAROBA - ASSADOS E DEFUMADOS
481408,5611201.0,20-08-2024,SIM,"Rua FUNCHAL, 354, OURO PRETO, Belo Horizonte, MG, Brasil",RESTAURANTE CULINARIA MINEIRA LTDA,Estabelecimento sem nome
482396,5611201.0,25-08-2024,NÃO,"Rua JOSE JOAQUIM DA MATA, 161, SANTA CRUZ, Belo Horizonte, MG, Brasil",57.003.248 TIAGO DE OLIVEIRA,Estabelecimento sem nome
482726,5611201.0,27-08-2024,SIM,"Avenida SENADOR LEVINDO COELHO, 3321, PETROPOLIS, Belo Horizonte, MG, Brasil",DIVINA MESA RESTAURANTE BAR LTDA,Estabelecimento sem nome
482738,5611201.0,27-08-2024,NÃO,"Avenida DOS ANDRADAS, 367, CENTRO, Belo Horizonte, MG, Brasil",57.025.271 LUCIO FLAVIO BARBOSA NAVES,Estabelecimento sem nome
483718,5611201.0,30-08-2024,NÃO,"Rua PADRE DEMERVAL GOMES, 368, CORACAO EUCARISTICO, Belo Horizonte, MG, Brasil",57.088.168 FERNANDO MANZALLI CAMARGO,Estabelecimento sem nome
484066,5611201.0,02-09-2024,NÃO,"Avenida LEONTINO FRANCISCO ALVES, 530, SERRA VERDE, Belo Horizonte, MG, Brasil",57.112.944 CLAUDIO DOMINGOS,Estabelecimento sem nome
479445,5611201.0,09-08-2024,NÃO,"Rua DOUTOR AFONSO DUTRA NICACIO, 248, SANTA BRANCA, Belo Horizonte, MG, Brasil",56.424.941 THALITA ALVES FERNANDES,Estabelecimento sem nome
480102,5611201.0,13-08-2024,NÃO,"Rua CELIO DINIZ, 195, RIO BRANCO, Belo Horizonte, MG, Brasil",56.635.468 PATRICIA RIBEIRO LOPES,Estabelecimento sem nome
480433,5611201.0,14-08-2024,NÃO,"Rua WILTON MARQUES PEREIRA, 80, JARDIM DOS COMERCIARIOS, Belo Horizonte, MG, Brasil",56.730.027 ELIETE BASTOS,Estabelecimento sem nome
481078,5611201.0,19-08-2024,NÃO,"Rua BOLIVAR MINEIRO, 400, DONA CLARA, Belo Horizonte, MG, Brasil",56.911.614 VICTOR GUILHERME ALVES CARDOSO,Estabelecimento sem nome
482413,5611201.0,26-08-2024,NÃO,"Rua IVAN FERREIRA ALVES, 274, JARDIM DOS COMERCIARIOS, Belo Horizonte, MG, Brasil",57.003.828 APARECIDA MARIA DA GLORIA LOPES,Estabelecimento sem nome
484090,5611201.0,02-09-2024,SIM,"Rua ALEXANDRITA, 86, BETANIA, Belo Horizonte, MG, Brasil",57.115.191 ZILA TELES DE OLIVEIRA SOARES,Estabelecimento sem nome
480121,5611201.0,13-08-2024,NÃO,"Rua VITORIA, 186, SANTA CRUZ, Belo Horizonte, MG, Brasil",56.636.328 ANELISE DE OLIVEIRA,Estabelecimento sem nome
480768,5611201.0,16-08-2024,NÃO,"Rua FRANCISCO RODRIGUES DE MIRANDA, 51, DOM JOAQUIM, Belo Horizonte, MG, Brasil",BOM NO BALDE COMERCIO LTDA,BOM NO BALDE
483758,5611201.0,30-08-2024,SIM,"Rua GUSTAVO DA SILVEIRA, 836, HORTO FLORESTAL, Belo Horizonte, MG, Brasil",RESTAURANTE HORTO LTDA,Estabelecimento sem nome
479821,5611201.0,12-08-2024,SIM,"Rua JULIO PEREIRA DA SILVA, 55, CIDADE NOVA, Belo Horizonte, MG, Brasil",RESTAURANTE MIX LTDA,MIX RESTAURANTE
483780,5611201.0,30-08-2024,NÃO,"Rua PRINCIPAL, 21, VILA BARRAGEM SANTA LUCIA, Belo Horizonte, MG, Brasil",57.093.139 LAUANDA MOREIRA DOS SANTOS,Estabelecimento sem nome
484414,5611201.0,03-09-2024,NÃO,"Rua PROFESSOR LUIZ BICALHO, 396, BRASIL INDUSTRIAL, Belo Horizonte, MG, Brasil",57.135.714 ISADORA LUISA DA SILVA,Estabelecimento sem nome
479845,5611201.0,12-08-2024,SIM,"Avenida JOAO PINHEIRO, 39, BOA VIAGEM, Belo Horizonte, MG, Brasil",MARCELO FREITAS ROCHA,RESTAURANTE PERTIN DA PRACA
481153,5611201.0,19-08-2024,NÃO,"Rua NOSSA SENHORA DE GUADALUPE, 454, OURO MINAS, Belo Horizonte, MG, Brasil",ALQUIMIA DE SABORES RESTAURANTE LTDA,Estabelecimento sem nome
481489,5611201.0,21-08-2024,NÃO,"Rua ANTONIO PEIXOTO, 13, COQUEIROS, Belo Horizonte, MG, Brasil",56.940.175 KAREN KETLIN ALVES OLIVEIRA SILVA,Estabelecimento sem nome
483801,5611201.0,31-08-2024,NÃO,"Rua ESPINOSA, 67, BONFIM, Belo Horizonte, MG, Brasil",57.095.581 KELYTON WESLEY INACIO DE ALMEIDA,Estabelecimento sem nome
484149,5611201.0,02-09-2024,SIM,"Rua MONTEIRO LOBATO, 380, OURO PRETO, Belo Horizonte, MG, Brasil",KOREA CHICKEN BH LTDA,KOREA CHICKEN BH
483500,5611201.0,29-08-2024,SIM,"Rua CONSELHEIRO LAFAIETE, 939, SAGRADA FAMILIA, Belo Horizonte, MG, Brasil",57.077.048 ESDRAS FELIPPE GOMES DUARTE,Estabelecimento sem nome
481197,5611201.0,19-08-2024,NÃO,"Avenida JORGE ESPESCHIT, 981, JARDIM VITORIA, Belo Horizonte, MG, Brasil",56.919.787 APARECIDA ALVES FARIA,Estabelecimento sem nome
494618,5611201.0,21-10-2024,NÃO,"Rua JOAO ALVARES CABRAL, 10, JARDIM GUANABARA, Belo Horizonte, MG, Brasil",57.779.337 BARBARA OLIVEIRA DE ALCANTARA,Estabelecimento sem nome
491073,5611201.0,03-10-2024,NÃO,"Rua RIBEIRAO PRETO, 270, PIRATININGA, Belo Horizonte, MG, Brasil",57.553.087 GUILHERME EUSTAQUIO DE JESUS,Estabelecimento sem nome
491393,5611201.0,05-10-2024,NÃO,"Rua BENEDITO ANICETO DE OLIVEIRA, 358, JARDIM DOS COMERCIARIOS, Belo Horizonte, MG, Brasil",57.572.407 LIANE EVANGELISTA PEREIRA,Estabelecimento sem nome
493034,5611201.0,14-10-2024,SIM,"Rua PORTO, 1000, SAO FRANCISCO, Belo Horizonte, MG, Brasil",FAZENDA TURI LTDA,FAZENDA TURI
493653,5611201.0,16-10-2024,NÃO,"Rua ALADIN CORREA DE FARIA, 220, DIAMANTE, Belo Horizonte, MG, Brasil",57.718.385 JOSIANE MICHELLE BARBOSA SILVA,Estabelecimento sem nome
489770,5611201.0,27-09-2024,NÃO,"Rua HERVALDO BRAGA, 46, PAULO VI, Belo Horizonte, MG, Brasil",57.474.242 BARBARA LEMES CAMILO,Estabelecimento sem nome
490437,5611201.0,01-10-2024,NÃO,"Rua LAGO, 324, SAO MARCOS, Belo Horizonte, MG, Brasil",COMBOS BURGUER COMERCIO LTDA,COMBOS BURGUER
491087,5611201.0,03-10-2024,NÃO,"Rua DOUTOR ALVARO CAMARGOS, 1871, SANTA BRANCA, Belo Horizonte, MG, Brasil",57.554.169 RAFAEL MOREIRA DA SILVA,Estabelecimento sem nome
