ID_ATIV_ECON_ESTABELECIMENTO,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,CDB,COORDS
374715,5611201.0,21-11-2022,NÃO,"RUA FREI MARTINHO BURNIER, 750, PAQUETA, BELO HORIZONTE, MG, BRASIL",ANTONIO MARCOS QUEIROGA 04535048681,ESTABELECIMENTO SEM NOME,POINT (605278.31 7802955.38),0,"-19.8678664, -43.9950118"
374997,5611204.0,23-11-2022,SIM,"RUA AMARAJI, 89, SAO GABRIEL, BELO HORIZONTE, MG, BRASIL",JOSE OSMAR PIMENTA 78571693668,BAR DO PIMENTA,POINT (614101.99 7804096.66),0,"-19.8569276, -43.9113688"
375822,5611201.0,30-11-2022,NÃO,"RUA DOS BOROROS, 105, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",WESLEY CURCIO LOPES 11628463643,WS EMPREENDIMENTOS,POINT (606777.19 7807016.04),0,"-19.8253176, -43.9830957"
375828,5611204.0,30-11-2022,NÃO,"RUA SETIBA, 39, DOM BOSCO, BELO HORIZONTE, MG, BRASIL",48.768.510 LUCAS BACHUR MACHADO MARCILIO,ESTABELECIMENTO SEM NOME,POINT (604744.56 7798361.55),0,"-19.9080015, -44.0006489"
375832,5611201.0,30-11-2022,SIM,"RUA IZABEL BUENO, 1035, LIBERDADE, BELO HORIZONTE, MG, BRASIL",RESTAURANTE ESQUINA GRILL LTDA,ESTABELECIMENTO SEM NOME,POINT (609888.25 7803580.80),0,"-19.8608820, -43.9503349"
371257,5611204.0,24-10-2022,SIM,"RUA MANILA, 470, HAVAI, BELO HORIZONTE, MG, BRASIL",PARIS BAR BH LTDA,PARIS BAR BH,POINT (607826.95 7792296.38),0,"-19.9632497, -43.9687234"
371563,5611201.0,26-10-2022,SIM,"RUA CHICAGO, 240, SION, BELO HORIZONTE, MG, BRASIL",CANTINA CHICAGO LTDA,CHICAGO RESTAURANTE ESCOLA,POINT (611336.35 7793405.52),0,"-19.9528313, -43.9357007"
372193,5611201.0,31-10-2022,NÃO,"RUA DOS CONSTRUTORES, 674, ALIPIO DE MELO, BELO HORIZONTE, MG, BRASIL",SILVANA COELHO MAFRA 58871047672,SILVANA COELHO MAFRA,POINT (604112.21 7800021.09),0,"-19.8965851, -44.0036033"
373790,5611205.0,12-11-2022,NÃO,"AVENIDA JEQUITINHONHA, 535, ALTO VERA CRUZ, BELO HORIZONTE, MG, BRASIL",48.602.203 RODRIGO DE AVELAR,DISTRIBUIDORA RJ,POINT (615751.93 7798103.65),0,"-19.9128467, -43.8934809"
374426,5611201.0,18-11-2022,NÃO,"RUA ALVARO CAMARGOS SOBRINHO, 15, FLORAMAR, BELO HORIZONTE, MG, BRASIL",MARCOS ROBERTO DA SILVA 11834418607,BURGUER KOOPA,POINT (611988.69 7805630.80),0,"-19.8394354, -43.9318351"
374721,5611201.0,21-11-2022,NÃO,"RUA GERALDO MENEZES SOARES, 792, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",CAROLINA VIEIRA DE SOUZA 13940939692,RESTAURANTE BIFE COM FRITAS,POINT (612598.63 7799147.38),0,"-19.9004940, -43.9253917"
374733,5611201.0,21-11-2022,NÃO,"AVENIDA PERIMETRAL, 1095, VILA PINHO, BELO HORIZONTE, MG, BRASIL",48.682.220 TACIANE KARINA OLIVEIRA DOS SANTOS,TACIANE KARINA,POINT (602017.47 7787849.98),0,"-20.0070793, -44.0215216"
375028,5611204.0,23-11-2022,NÃO,"RUA MARANHAO, 493, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",MARLENE CECILIA DOS SANTOS ALVES LIMA 03026064670,ESTABELECIMENTO SEM NOME,POINT (612623.39 7796322.68),0,"-19.9255879, -43.9238805"
375641,5611205.0,29-11-2022,NÃO,"RUA AQUIDABAN, 140, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",CHICO MINEIRO ALIMENTOS RESTAURANTE BAR BUFFET EVENTOS E PRODUCOES LTDA,CHICO MINEIRO,POINT (607613.77 7797033.88),0,"-19.9198638, -43.9803882"
371906,5611201.0,27-10-2022,NÃO,"RUA PROFESSOR JULIO MOURAO, 301, LUXEMBURGO, BELO HORIZONTE, MG, BRASIL",MARIA DA PENHA DA CONCEICAO 00005284635,RESTAURANTE DA  PENHA,POINT (609368.55 7794109.26),0,"-19.9461420, -43.9549652"
372221,5611201.0,31-10-2022,SIM,"RUA CONTAGEM, 2145, SANTA INES, BELO HORIZONTE, MG, BRASIL",PEIXE DO CHICO LTDA,CHICO DO PEIXE,POINT (614211.37 7801673.58),0,"-19.8871780, -43.9057460"
372863,5611204.0,05-11-2022,SIM,"RUA PADRE BELCHIOR, 227, CENTRO, BELO HORIZONTE, MG, BRASIL",JAIME CORRADI SILVA 04355346617,ESTABELECIMENTO SEM NOME,POINT (610745.34 7796739.05),0,"-19.9230080, -43.9416943"
374136,5611201.0,16-11-2022,NÃO,"RUA RUI BARBOSA DA SILVA, 254, PETROPOLIS, BELO HORIZONTE, MG, BRASIL",48.631.243 TAINARA ALVES COIMBRA DE SOUZA,LANCHONETE CASA DE CHA,POINT (601478.93 7786738.79),0,"-20.0135888, -44.0311214"
374137,5611204.0,16-11-2022,NÃO,"AVENIDA RAUL MOURAO GUIMARAES, 388, PALMEIRAS, BELO HORIZONTE, MG, BRASIL",MARILENE CLER DE BARCELOS 03935867662,BARCELOS BAR,POINT (606779.43 7791731.73),0,"-19.9677269, -43.9786889"
375670,5611201.0,29-11-2022,SIM,"AVENIDA BRASIL, 920, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",CHEF BRASIL BAR E RESTAURANTE LTDA,CHEF BRASIL,POINT (612184.63 7796174.59),0,"-19.9276333, -43.9280034"
371292,5611204.0,24-10-2022,NÃO,"RUA CHRISTINA MARIA ASSIS, 405, CALIFORNIA, BELO HORIZONTE, MG, BRASIL",48.387.703 WILTON MOREIRA,WM ENTREGAS E COLETAS,POINT (602952.85 7796040.70),0,
371297,5611201.0,24-10-2022,NÃO,"RUA MONTES CLAROS, 1359, ANCHIETA, BELO HORIZONTE, MG, BRASIL",LETICIA EDUARDA LOPES DUARTE 02100125605,CLUB C,POINT (612562.91 7793716.71),0,"-19.9490275, -43.9251943"
371617,5611201.0,26-10-2022,NÃO,"RUA GARARU, 91, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",ROSA TERESINHA DA LUZ LAMPERT 32369425091,COZINHA DA LILI,POINT (612871.70 7799145.07),0,"-19.8991391, -43.9212264"
372565,5611201.0,03-11-2022,SIM,"RUA TOME DE SOUZA, 1178, SAVASSI, BELO HORIZONTE, MG, BRASIL",FUNTASY SERVICOS DE ENTRETENIMENTO LTDA,ESTABELECIMENTO SEM NOME,POINT (611191.08 7795219.55),0,"-19.9358377, -43.9396468"
1469,5611201.0,07-11-1994,SIM,"RUA FRANCISCO DESLANDES, 871, ANCHIETA, BELO HORIZONTE, MG, BRASIL",TENDA DO SHEIK LTDA,ESTABELECIMENTO SEM NOME,POINT (612209.42 7793535.24),0,"-19.9520203, -43.9273581"
86319,5611201.0,08-11-2015,NÃO,"RUA SAO JOAO BATISTA DO GLORIA, 330, PIRATININGA, BELO HORIZONTE, MG, BRASIL",EDUARDO ALEXANDRE SILVA 27528933880,ESTABELECIMENTO SEM NOME,POINT (605808.95 7808114.22),0,"-19.8201974, -43.9906525"
86920,5611201.0,18-11-2015,NÃO,"PRAÇA ESTEVAO LUNARDI, 100, HORTO, BELO HORIZONTE, MG, BRASIL",DIEGO DE ALMEIDA VIEIRA 03836579626,ESTABELECIMENTO SEM NOME,POINT (613179.48 7797975.63),0,"-19.9112465, -43.9186009"
86337,5611201.0,09-11-2015,NÃO,"AVENIDA ABILIO MACHADO, 850, INCONFIDENCIA, BELO HORIZONTE, MG, BRASIL",NORA N. FATIMA DE ALMEIDA ALVES,ESTABELECIMENTO SEM NOME,POINT (604824.00 7798343.55),0,"-19.9084384, -43.9986218"
86010,5611201.0,31-10-2015,SIM,"AVENIDA AFONSO PENA, 1130, CENTRO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE RECEITA MINEIRA LTDA,RESTAURANTE RECEITA MINEIRA,POINT (611302.86 7796694.85),0,"-19.9234040, -43.9360571"
86356,5611201.0,09-11-2015,NÃO,"AVENIDA AFONSO XIII, 535, GUTIERREZ, BELO HORIZONTE, MG, BRASIL",HANASHI CULINARIA ORIENTAL LTDA,HANASHI,POINT (608986.78 7795305.85),0,
86372,5611204.0,09-11-2015,NÃO,"RUA ANA SOARES, 40, VALE DO JATOBA, BELO HORIZONTE, MG, BRASIL",ULYSSES ZEFERINO,BAR RESTAURANTE DOS AMIGOS,POINT (601010.09 7787188.30),0,"-20.0094363, -44.0343149"
86064,5611204.0,03-11-2015,SIM,"RUA CANDIDA MARIA DA SILVA, 378, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",TIAGO DE SOUZA RIBEIRO 05569677631,ESTABELECIMENTO SEM NOME,POINT (605932.47 7811733.96),0,"-19.7877454, -43.9888051"
86695,5611204.0,15-11-2015,NÃO,"RUA JOSE LUIZ AZEVEDO, 117, FREI LEOPOLDO, BELO HORIZONTE, MG, BRASIL",EDUARDO DE FARIA 75414341672,ESTABELECIMENTO SEM NOME,POINT (611478.78 7809328.44),0,"-19.8082925, -43.9359365"
86468,5611204.0,10-11-2015,NÃO,"RUA VINTE E TRES, 27, VISTA DO SOL, BELO HORIZONTE, MG, BRASIL",ROMULO CESAR SILVA DE CARVALHO 11990689698,ESTABELECIMENTO SEM NOME,POINT (615791.47 7804783.15),0,"-19.8501304, -43.8942284"
86498,5611204.0,11-11-2015,NÃO,"AVENIDA MAURETTE JOSE DOS SANTOS, 250, MANACAS, BELO HORIZONTE, MG, BRASIL",WASHINGTON ALVES DOS SANTOS 03626388611,ESTABELECIMENTO SEM NOME,POINT (605218.37 7799790.61),0,"-19.8972488, -43.9936976"
86517,5611204.0,11-11-2015,NÃO,"RUA DO FELICISSIMO, 121, BETANIA, BELO HORIZONTE, MG, BRASIL",MARINA DE OLIVEIRA SOUZA 02600592695,ESTABELECIMENTO SEM NOME,POINT (606208.84 7793666.84),0,
86197,5611204.0,05-11-2015,NÃO,"RUA ATLANTA, 20, ESPERANCA, BELO HORIZONTE, MG, BRASIL",JOAQUIM ALEXANDRINO GONCALVES 55442153672,ESTABELECIMENTO SEM NOME,POINT (605881.76 7789028.66),0,"-19.9925261, -43.9878256"
86816,5611201.0,17-11-2015,SIM,"AVENIDA AMAZONAS, 731, CENTRO, BELO HORIZONTE, MG, BRASIL",BBMS RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (610803.57 7796934.29),0,"-19.9185571, -43.9378025"
86583,5611201.0,12-11-2015,NÃO,"RUA RESEDA, 218, SANTA EFIGENIA, BELO HORIZONTE, MG, BRASIL",JOSY SOUZA LACERDA 04628096686,ESTABELECIMENTO SEM NOME,POINT (613577.46 7796320.08),0,"-19.9262703, -43.9142898"
86259,5611201.0,06-11-2015,NÃO,"AVENIDA DO CONTORNO, 9960, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",BARBATECO RESTAURANTE E LANCHONETE LTDA,ESTABELECIMENTO SEM NOME,POINT (609225.42 7797126.02),0,"-19.9192990, -43.9565578"
87024,5611204.0,21-11-2015,SIM,"RUA CARLOS SA, 142, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",JUSCELIO PEREIRA SANTOS 02612019642,ESTABELECIMENTO SEM NOME,POINT (606139.45 7805528.05),0,"-19.8414871, -43.9890445"
85931,5611201.0,24-08-2023,SIM,"AVENIDA OLEGARIO MACIEL, 742, CENTRO, BELO HORIZONTE, MG, BRASIL",CERVEJARIA VIELA LTDA,ESTABELECIMENTO SEM NOME,POINT (610450.30 7796980.71),0,"-19.9217543, -43.9447993"
85932,5611201.0,24-08-2023,SIM,"RUA PATROCINIO, 1, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",CERVEJARIA VIELA LTDA,ESTABELECIMENTO SEM NOME,POINT (609971.86 7797427.12),0,"-19.9157782, -43.9515115"
86863,5611201.0,17-11-2015,SIM,"RUA ESPINOSA, 715, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",RESTAURANTE DO GUSTAVO LTDA,MAGIA DO SABOR,POINT (608860.62 7797885.62),0,"-19.9094414, -43.9590976"
86877,5611204.0,18-11-2015,NÃO,"RUA JOAO BATISTA PEREIRA, 111, GRANJA DE FREITAS, BELO HORIZONTE, MG, BRASIL",ETIENE BARROSO DE MEDEIROS 07884223678,ESTABELECIMENTO SEM NOME,POINT (617120.04 7797955.66),0,"-19.9112647, -43.8810046"
85966,5611201.0,30-10-2015,NÃO,"AVENIDA LIEGE, 75, JARDIM DOS COMERCIARIOS, BELO HORIZONTE, MG, BRASIL",JOSE MARCONE FERREIRA RIAL 00168235676,ESTABELECIMENTO SEM NOME,POINT (607701.69 7810067.61),0,"-19.8017154, -43.9714434"
86298,5611204.0,06-11-2015,NÃO,"RUA MARIA BEATRIZ, 504, HAVAI, BELO HORIZONTE, MG, BRASIL",MARIANA FERREIRA DOS REIS 01721574638,ESTABELECIMENTO SEM NOME,POINT (606803.81 7793316.74),0,"-19.9549908, -43.9784052"
86301,5611201.0,06-11-2015,NÃO,"AVENIDA AVAI, 72, DOM BOSCO, BELO HORIZONTE, MG, BRASIL",MARLUCE MACEDO 88379310691,ESTABELECIMENTO SEM NOME,POINT (604313.12 7797712.74),0,"-19.9146935, -44.0039392"
84716,5611204.0,05-10-2015,NÃO,"RUA COLETORA, 447, VILA PINHO, BELO HORIZONTE, MG, BRASIL",JONE HELTON DO NASCIMENTO JUNIOR 08907975604,ESTABELECIMENTO SEM NOME,POINT (602104.25 7788124.67),0,"-20.0056774, -44.0213106"
85393,5611204.0,20-10-2015,NÃO,"RUA DANIEL JOSE DE CARVALHO, 453, BAIRRO NOVO DAS INDUSTRIAS, BELO HORIZONTE, MG, BRASIL",ANTONIO DA COSTA ALECRIM 57206686672,ESTABELECIMENTO SEM NOME,POINT (605128.81 7790917.93),0,"-19.9740325, -43.9968929"
85724,5611205.0,26-10-2015,SIM,"AVENIDA FLEMING, 880, OURO PRETO, BELO HORIZONTE, MG, BRASIL",JAN ENTRETENIMENTOS LTDA,JANGALITO,POINT (606283.13 7802950.08),0,"-19.8732584, -43.9873422"
85725,5611204.0,10-02-2022,SIM,"RUA ALAGOAS, 851, SAVASSI, BELO HORIZONTE, MG, BRASIL",JAN ENTRETENIMENTOS LTDA,JANGALITO,POINT (611363.10 7795393.07),0,"-19.9378158, -43.9368155"
84722,5611201.0,05-10-2015,NÃO,"RUA CECILDES MOREIRA DE FARIA, 165, NOVA GAMELEIRA, BELO HORIZONTE, MG, BRASIL",ERICA APARECIDA DOS SANTOS SOARES 07389900601,ESTABELECIMENTO SEM NOME,POINT (605142.39 7794718.58),0,"-19.9404875, -43.9939089"
84735,5611201.0,05-10-2015,NÃO,"RUA PADRE WILIAN SILVA, 155, PLANALTO, BELO HORIZONTE, MG, BRASIL",EDUARDO MIRANDA ARAMUNI 98887254672,ESTABELECIMENTO SEM NOME,POINT (609373.84 7807237.15),0,
84740,5611204.0,05-10-2015,NÃO,"RUA GILBERTO PORTO, 892, NOVA GAMELEIRA, BELO HORIZONTE, MG, BRASIL",VALERIA APARECIDA PEREIRA 56412193634,ESTABELECIMENTO SEM NOME,POINT (605428.26 7795183.09),0,"-19.9375249, -43.9928687"
85049,5611201.0,13-10-2015,SIM,"AVENIDA DOM PEDRO II, 2007, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",IMPERIO DO SABOR LTDA,SABOR & SAUDE,POINT (608853.73 7798349.28),0,"-19.9129792, -43.9486474"
85050,5611201.0,25-03-2024,SIM,"AVENIDA DOM PEDRO II, 1997, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",IMPERIO DO SABOR LTDA,MANGIARE,POINT (608863.96 7798347.42),0,"-19.9099530, -43.9562861"
85404,5611201.0,20-10-2015,NÃO,"AVENIDA ANTONIO FRANCISCO LISBOA, 2611, ITATIAIA, BELO HORIZONTE, MG, BRASIL",JANAINA APARECIDA DE PAULA PEREIRA 03845244607,ESTABELECIMENTO SEM NOME,POINT (603179.33 7802949.92),0,"-19.8656274, -44.0099308"
85726,5611204.0,15-01-2025,SIM,"RUA ADRIANO CHAVES E MATOS, 100, OLHOS D'AGUA, BELO HORIZONTE, MG, BRASIL",JAN ENTRETENIMENTOS LTDA,JANGALITO,POINT (609146.23 7789364.15),0,
84758,5611204.0,05-10-2015,NÃO,"AVENIDA AVAI, 431, VILA CALIFORNIA, BELO HORIZONTE, MG, BRASIL",JULIO CESAR DE MAGALHAES 03092952626,ESTABELECIMENTO SEM NOME,POINT (603786.88 7797121.66),0,"-19.9183581, -44.0077150"
85093,5611201.0,13-10-2015,NÃO,"RUA SENADOR LUCIO BITENCOURT, 87, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",23.462.428 NICE SILVEIRA MEIRELES,ESTABELECIMENTO SEM NOME,POINT (610229.96 7797475.63),0,
85930,5611205.0,15-03-2023,SIM,"RUA IARA, 865, PARAISO, BELO HORIZONTE, MG, BRASIL",CERVEJARIA VIELA LTDA,ESTABELECIMENTO SEM NOME,POINT (614754.00 7797316.72),0,"-19.9165807, -43.9037771"
84783,5611204.0,06-10-2015,NÃO,"RUA JULIO RIBEIRO, 570, LAJEDO, BELO HORIZONTE, MG, BRASIL",GILBERTO FERRINO DA SILVA 00357020600,ESTABELECIMENTO SEM NOME,POINT (613805.49 7806392.79),0,"-19.8335281, -43.9134289"
84799,5611204.0,06-10-2015,NÃO,"RUA CYRO VAZ DE MELO, 242, DONA CLARA, BELO HORIZONTE, MG, BRASIL",MANISLEIDE ALVES DA COSTA 93602502600,ESTABELECIMENTO SEM NOME,POINT (610273.92 7803704.88),0,
85478,5611201.0,21-10-2015,NÃO,"RUA CINQUENTA E UM, 251, NOVO AARAO REIS, BELO HORIZONTE, MG, BRASIL",ASA BELA ALIMENTOS LTDA,ASA BELA ALIMENTOS,POINT (613938.50 7805506.70),0,"-19.8426112, -43.9112071"
85145,5611204.0,14-10-2015,NÃO,"RUA JOVINA GOMES DE SOUZA, 360, LETICIA, BELO HORIZONTE, MG, BRASIL",CARMEM LUCIA VASCONCELOS REGIS 05797822636,ESTABELECIMENTO SEM NOME,POINT (607260.32 7809485.12),0,"-19.8087529, -43.9776035"
85872,5611201.0,28-10-2015,NÃO,"RUA PITT, 351, UNIAO, BELO HORIZONTE, MG, BRASIL",PAOLA LORRAYNE FLORINDO DINIZ 38874575874,ESTABELECIMENTO SEM NOME,POINT (612408.97 7801180.61),0,"-19.8857664, -43.9210642"
85874,5611204.0,28-10-2015,NÃO,"RUA JOSE MARIA BOTELHO, 708, SANTA MONICA, BELO HORIZONTE, MG, BRASIL",ANA CAROLINE MALHEIROS PEREIRA 12410699642,ESTABELECIMENTO SEM NOME,POINT (607522.73 7807893.43),0,"-19.8240477, -43.9720017"
85165,5611204.0,14-10-2015,NÃO,"RUA FRANCISCO MANOEL DA SILVA, 420, HAVAI, BELO HORIZONTE, MG, BRASIL",RUBENS FERREIRA LIMA 94144923649,ESTABELECIMENTO SEM NOME,POINT (607398.83 7792043.02),0,"-19.9642085, -43.9733007"
85512,5611201.0,21-10-2015,NÃO,"BECO JK, 15, CABANA DO PAI TOMAS, BELO HORIZONTE, MG, BRASIL",23.514.026 ANDRESSA LOURENCO COUTRIM,ESTABELECIMENTO SEM NOME,POINT (604467.83 7793902.42),0,"-19.9488765, -44.0014511"
85773,5611201.0,27-10-2015,NÃO,"AVENIDA PROFESSOR MARIO WERNECK, 42, ESTORIL, BELO HORIZONTE, MG, BRASIL",LUISA COMERCIO LTDA,CHEIRO VERDE,POINT (609309.13 7791851.12),0,"-19.9670814, -43.9616132"
85776,5611204.0,27-10-2015,SIM,"RUA JOSE DE ARAUJO CAMPOS, 797, BARREIRO, BELO HORIZONTE, MG, BRASIL",23.548.356 WELLINGTON PINTO ZIMBRA,ESTABELECIMENTO SEM NOME,POINT (602762.37 7790458.67),0,"-19.9794652, -44.0177385"
84853,5611201.0,07-10-2015,SIM,"RUA SANTO AMARO, 257, SAGRADA FAMILIA, BELO HORIZONTE, MG, BRASIL",SINHA EROZITHA RESTAURANTE SOCIEDADE UNIPESSOAL LIMITADA,SINHÁ EROZITHA BISTRÔTECO,POINT (613368.48 7798988.87),52,"-19.9011834, -43.9166512"
84854,5611204.0,07-10-2015,NÃO,"RUA DIACONO WILSON ANTAO, 9, JAQUELINE, BELO HORIZONTE, MG, BRASIL",VANDILSON DA SILVA LIMA 81635877687,ESTABELECIMENTO SEM NOME,POINT (611532.03 7810319.06),0,"-19.7993904, -43.9353873"
85183,5611201.0,15-10-2015,SIM,"AVENIDA GUARAPARI, 969, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",BURGUER E CIA LANCHES LTDA,BURGUER E CIA,POINT (607158.20 7806188.53),0,"-19.8460286, -43.9765992"
85523,5611204.0,21-10-2015,NÃO,"RUA ITANHAEM, 135, VILA PIRATININGA VENDA NOVA, BELO HORIZONTE, MG, BRASIL",PAULO FILGUEIRA LEITE 73747602649,ESTABELECIMENTO SEM NOME,POINT (605405.90 7809114.55),0,
85203,5611201.0,15-10-2015,SIM,"RUA VILA RICA, 1395, JARDIM MONTANHES, BELO HORIZONTE, MG, BRASIL",23.477.058 MARCO ANTONIO SOARES DE OLIVEIRA,ESTABELECIMENTO SEM NOME,POINT (606697.02 7798334.45),0,"-19.9027896, -43.9807878"
85554,5611204.0,22-10-2015,NÃO,"AVENIDA SENADOR LEVINDO COELHO, 438, MARIETA I, BELO HORIZONTE, MG, BRASIL",SILVIA FERREIRA DA SILVA 67263542668,ESTABELECIMENTO SEM NOME,POINT (600953.07 7789148.52),0,
85892,5611204.0,29-10-2015,NÃO,"RUA ALTIVO MARCIO RIBEIRO, 80, SANTA MARGARIDA, BELO HORIZONTE, MG, BRASIL",EUDILENO FERREIRA DOS SANTOS 08394047602,ESTABELECIMENTO SEM NOME,POINT (601796.06 7790983.37),0,
84901,5611201.0,07-10-2015,NÃO,"RUA CASTIGLIANO, 1216, MONSENHOR MESSIAS, BELO HORIZONTE, MG, BRASIL",CHARLES ROBERTO OLIVEIRA JUNIO 07414861139,ESTABELECIMENTO SEM NOME,POINT (607251.31 7797936.32),0,"-19.9098810, -43.9752924"
85572,5611204.0,22-10-2015,NÃO,"RUA TIZIU, 262, GOIANIA, BELO HORIZONTE, MG, BRASIL",ANDERSON KASTER DE JESUS SILVA 08650486657,ESTABELECIMENTO SEM NOME,POINT (615275.27 7802691.74),0,"-19.8677692, -43.8988818"
85796,5611204.0,27-10-2015,NÃO,"RUA VENUS, 233, PARQUE SAO PEDRO, BELO HORIZONTE, MG, BRASIL",WILSON OLIVEIRA JUNIOR 29840155687,ESTABELECIMENTO SEM NOME,POINT (609968.83 7808536.98),0,"-19.8153333, -43.9503279"
85798,5611201.0,27-10-2015,NÃO,"RUA CURITIBA, 2164, LOURDES, BELO HORIZONTE, MG, BRASIL",MEDIEVAL BAR E RESTAURANTE LTDA,O REI ESPETINHOS E CERVEJAS,POINT (610417.55 7795728.47),0,"-19.9301761, -43.9444828"
85240,5611205.0,16-10-2015,SIM,"RUA PARAISOPOLIS, 738, SANTA TEREZA, BELO HORIZONTE, MG, BRASIL",ESPACO CULTURAL MUSEU CLUBE DA ESQUINA LTDA,BAR E MUSEU CLUBE DA ESQUINA,POINT (613808.46 7797502.56),0,"-19.9154185, -43.9127345"
85585,5611201.0,22-10-2015,SIM,"AVENIDA OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, BELO HORIZONTE, MG, BRASIL",CARAVELA GASTRONOMIA LTDA,CARAVELA GASTRONOMIA,POINT (610222.34 7796116.66),0,"-19.9281198, -43.9473471"
85586,5611201.0,18-09-2024,SIM,"RODOVIA BR TREZENTOS E CINQUENTA E SEIS, 7515, BELVEDERE, BELO HORIZONTE, MG, BRASIL",CARAVELA GASTRONOMIA LTDA,PASTUS FOGO E PARRILLA - BH OUTLET,POINT (608995.38 7789075.90),0,
85587,5611201.0,03-01-2025,SIM,"AVENIDA DO CONTORNO, 6061, SAO PEDRO, BELO HORIZONTE, MG, BRASIL",CARAVELA GASTRONOMIA LTDA,PASTUS FOGO E PARRILLA - PATIO SAVASSI,POINT (611559.54 7794790.69),0,"-19.9407141, -43.9342101"
85588,5611201.0,03-01-2025,SIM,"RODOVIA BR TREZENTOS E CINQUENTA E SEIS, 7515, BELVEDERE, BELO HORIZONTE, MG, BRASIL",CARAVELA GASTRONOMIA LTDA,CARAVELA MEDITERRANEO,POINT (608995.38 7789075.90),0,
84940,5611204.0,08-10-2015,NÃO,"RUA JACI NOGUEIRA, 106, FLORAMAR, BELO HORIZONTE, MG, BRASIL",23.440.559 MATHEUS VINICIUS FERREIRA MACIEL,ESTABELECIMENTO SEM NOME,POINT (611816.96 7806055.12),0,"-19.8382093, -43.9317820"
84619,5611201.0,01-10-2015,NÃO,"RUA MACARENA, 293, PINDORAMA, BELO HORIZONTE, MG, BRASIL",IGOR FERREIRA GOMES 01318978610,ESTABELECIMENTO SEM NOME,POINT (602773.54 7798263.01),0,"-19.9081213, -44.0195162"
85287,5611204.0,17-10-2015,NÃO,"RUA ORQUIDEA, 197, CINQUENTENARIO, BELO HORIZONTE, MG, BRASIL",23.488.728 ADALBERTO CESAR ARAUJO SANTOS,ESTABELECIMENTO SEM NOME,POINT (606643.11 7793204.51),0,"-19.9541634, -43.9812388"
85656,5611201.0,23-10-2015,NÃO,"RUA VOLTS, 15, VILA PRIMEIRO DE MAIO, BELO HORIZONTE, MG, BRASIL",GLAUCIARA MARIA FERRAZ DA SILVA 03417742609,ESTABELECIMENTO SEM NOME,POINT (612188.68 7803308.29),0,"-19.8612197, -43.9307480"
84676,5611205.0,02-10-2015,NÃO,"RUA TRES DE MAIO, 170, SANTA HELENA, BELO HORIZONTE, MG, BRASIL",ZOZIMO SANT ANA 31171125615,ESTABELECIMENTO SEM NOME,POINT (603177.03 7790042.52),0,"-19.9834131, -44.0132828"
85000,5611204.0,09-10-2015,NÃO,"RUA JOSE FELIX MARTINS, 2110, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",ADMA PEREIRA DO SANTOS 05967044612,ESTABELECIMENTO SEM NOME,POINT (606680.36 7811686.98),0,"-19.7937604, -43.9854096"
85005,5611204.0,09-10-2015,SIM,"AVENIDA LEONTINO FRANCISCO ALVES, 111, SERRA VERDE, BELO HORIZONTE, MG, BRASIL",23.449.301 MARIA IMACULADA DA CONCEICAO,ESTABELECIMENTO SEM NOME,POINT (609668.73 7810477.30),0,"-19.7991126, -43.9554065"
85674,5611204.0,23-10-2015,NÃO,"RUA CARLOS TOMAS, 114, VILA SAO TOMAZ, BELO HORIZONTE, MG, BRASIL",WANDERSON CARLOS DE SOUZA 01248720695,ESTABELECIMENTO SEM NOME,POINT (609538.54 7805261.94),0,
85676,5611201.0,23-10-2015,SIM,"RUA IRMAOS RODRIGUES, 123, AARAO REIS, BELO HORIZONTE, MG, BRASIL",RUTH FONSECA DE FREITAS 94552932691,RUTEMBERG,POINT (613299.87 7805054.05),0,"-19.8469976, -43.9182488"
85022,5611201.0,10-10-2015,NÃO,"RUA URARIRAMA, 176, OURO PRETO, BELO HORIZONTE, MG, BRASIL",23.451.991 FERNANDA CAROLINA NEVES SILVA,ESTABELECIMENTO SEM NOME,POINT (606769.52 7802643.60),0,"-19.8695063, -43.9808191"
